FID,Shape *,FID_1,AREA,PERIMETER,GEO,SYMBOL,STRATIGRAP,STRAT_SYM,GENESE,GEN_SYM,PETROGRAPH,PET_SYM,BEMERKUNGE,SHAPE_Leng,SHAPE_Area,Strat,Strat2,hlnug
850,Polygon,13142,769937.6801,3880.386476,610,so,"Trias, Oberer Buntsandstein",so,limnisch - fluviatile bis marin - brackische Ablagerungen,"l-f,m-br","Sandstein, Siltstein, Tonstein","^s,^u,^t", ,6085.395274,1893114.571,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
851,Polygon,13143,7209911.528,14593.5497,611,sm,"Trias, Mittlerer Buntsandstein ungegliedert",sm, , ,Sandstein, , ,22868.68483,17717560.55,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
852,Polygon,13146,2696437.099,10871.87314,607,mu,"Trias, Unterer Muschelkalk",mu,marine Ablagerungen,m,"dÅnnbankiger Kalkstein, dolomitischer Sandstein, Tonstein, Mergelstein, Kalkmergelstein, Dolomitstein","^k(bfk),^s(d),^t,^m,^mk,^d", ,17038.67756,6629080.744,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
853,Polygon,13150,71005484.99,117255.9483,610,so,"Trias, Oberer Buntsandstein",so,limnisch - fluviatile bis marin - brackische Ablagerungen,"l-f,m-br","Sandstein, Siltstein, Tonstein","^s,^u,^t", ,183655.3079,174245331.5,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
854,Polygon,13151,1150222.679,4572.010524,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,7169.805818,2827942.296,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
855,Polygon,13153,883445.1495,4307.893205,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,6749.394441,2172238.694,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
856,Polygon,13155,20809701.29,31765.21169,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,49765.47452,51013837.15,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
857,Polygon,13159,3782901.193,11454.86451,824,/+Sp,PrÑkambrium bis Karbon,pr-cd,vulkanogen,vu,"Spilit, Basalt, Diabas","+SP,+B,+D",Spiligruppe: Kambrium bis Dinant,17944.55728,9289023.475,Precambrian,Precambrian,Paleozoic igneous rocks
858,Polygon,13166,2389665.486,6478.463865,681,do,"Devon, Oberdevon",do,marine Ablagerungen,m,"Tonschiefer, Sandstein, Grauwacke, Quarzit, Kalkstein","^tsf,^s,^g,^q,^k",vgl.671,10154.00937,5870178.496,"Devonian, Upper","Devonian, Upper","Devonian, Upper"
859,Polygon,13169,2616435.961,7349.258545,607,mu,"Trias, Unterer Muschelkalk",mu,marine Ablagerungen,m,"dÅnnbankiger Kalkstein, dolomitischer Sandstein, Tonstein, Mergelstein, Kalkmergelstein, Dolomitstein","^k(bfk),^s(d),^t,^m,^mk,^d", ,11517.28556,6429992.43,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
860,Polygon,13170,540083.9587,3145.76476,603,mo,"Trias, Oberer Muschelkalk",mo,marine Ablagerungen,m,"gebankter Kalkstein und Mergelstein, sandiger Dolomitstein, Tonstein, Sandstein","^k(bk),^m(bk),^d(s),^t,^s", ,4934.006805,1327536.679,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
861,Polygon,13171,1117806.055,5137.646284,612,sm,"Trias, Mittlerer Buntsandstein",sm,limnisch - fluviatile bis brackische Ablagerungen,"l-f,br","Sandstein, Siltstein, Tonstein","^s,^u,^t", ,8054.08423,2747379.147,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
862,Polygon,13173,1475673.215,5564.672754,611,sm,"Trias, Mittlerer Buntsandstein ungegliedert",sm, , ,Sandstein, , ,8721.357618,3625471.275,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
863,Polygon,13174,1004168.41,6555.497705,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,10284.69811,2466756.665,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
864,Polygon,13181,3145237.014,10369.16984,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,16251.6659,7727196.541,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
865,Polygon,13187,29886996.61,64743.70661,24,//f,HolozÑn,qh,fluviatil,f,"Sand, Kies, Schotter","S,G,fX",z.T. unter Aulehmdecke [in den Alpen mit pleistozÑnen Terassen und Hangablagerungen,101318.2107,73245161.95,Holocene,Holocene,Holocene
866,Polygon,13191,684258.0098,4113.552975,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,6449.433182,1681015.423,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
867,Polygon,13195,1541231.735,5346.516404,502,tpl,"TertiÑr, PliozÑn",tpl,limnisch - fluviatile Ablagerungen,"l,f","vorw. Kies, Sand, Ton; untergeordnet Braunkohle","G,S,T;^brk", ,8380.210532,3785129.278,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
868,Polygon,13201,11688412.07,26464.60892,827,/+Kt,Devon,d,vulkanogen,vu,"Trachyt, Keratophyr","+Tr,+K", ,41431.62924,28656522.52,Devonian (igneous),"Devonian, Upper","Devonian, Upper"
869,Polygon,13209,1017724.228,3912.149173,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",6133.613659,2499336.725,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
870,Polygon,13211,3411345.987,10687.46719,659,ro,"Perm, Oberrotliegend",ro,"fluviatil, fanglomeratisch","f,fg","Sandstein, Tonstein","^s,^t",Fanglomerat,16753.29033,8375040.323,"Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)"
871,Polygon,13212,920690.6446,4789.305662,607,mu,"Trias, Unterer Muschelkalk",mu,marine Ablagerungen,m,"dÅnnbankiger Kalkstein, dolomitischer Sandstein, Tonstein, Mergelstein, Kalkmergelstein, Dolomitstein","^k(bfk),^s(d),^t,^m,^mk,^d", ,7512.128448,2261427.869,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
872,Polygon,13222,674788.5787,3586.992133,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,5618.837251,1657135.89,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
873,Polygon,13224,6224033.031,16599.85583,681,do,"Devon, Oberdevon",do,marine Ablagerungen,m,"Tonschiefer, Sandstein, Grauwacke, Quarzit, Kalkstein","^tsf,^s,^g,^q,^k",vgl.671,25988.73486,15265531.63,"Devonian, Upper","Devonian, Upper","Devonian, Upper"
874,Polygon,13226,2277125.509,7114.182442,502,tpl,"TertiÑr, PliozÑn",tpl,limnisch - fluviatile Ablagerungen,"l,f","vorw. Kies, Sand, Ton; untergeordnet Braunkohle","G,S,T;^brk", ,11152.7253,5589693.294,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
875,Polygon,13227,482986.8474,2671.977415,607,mu,"Trias, Unterer Muschelkalk",mu,marine Ablagerungen,m,"dÅnnbankiger Kalkstein, dolomitischer Sandstein, Tonstein, Mergelstein, Kalkmergelstein, Dolomitstein","^k(bfk),^s(d),^t,^m,^mk,^d", ,4187.739699,1186413.065,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
876,Polygon,13230,11300632.73,25009.72972,683,/^k,"Devon, Oberdevon und Mitteldevon","do,dm",marine Ablagerungen,m,"Kalkstein, Massenkalkstein","^k,^kma", ,39149.96575,27698545.52,"Devonian, Upper","Devonian, Upper","Devonian, Upper"
877,Polygon,13232,1574997.254,4885.961255,654,z,"Perm, Zechstein",z,marine Ablagerung,m,"Kalkstein, Dolomitstein, Tonstein","^k,^d,^t",Karbonatisch-tonige Randfazies,7656.044488,3867266,"Permian, Upper (Zechstein)","Permian, Upper (Zechstein)","Permian, Upper (Zechstein)"
878,Polygon,13238,548905.4086,3075.369247,612,sm,"Trias, Mittlerer Buntsandstein",sm,limnisch - fluviatile bis brackische Ablagerungen,"l-f,br","Sandstein, Siltstein, Tonstein","^s,^u,^t", ,4820.077766,1348100.005,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
879,Polygon,13239,4701867.725,9602.342704,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,15037.85767,11541959.63,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
880,Polygon,13243,676937.8821,3471.246016,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,5438.531901,1662324.773,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
881,Polygon,13248,13422578.08,25009.40577,659,ro,"Perm, Oberrotliegend",ro,"fluviatil, fanglomeratisch","f,fg","Sandstein, Tonstein","^s,^t",Fanglomerat,39158.32899,32928279.93,"Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)"
882,Polygon,13255,10740352.73,18571.28024,611,sm,"Trias, Mittlerer Buntsandstein ungegliedert",sm, , ,Sandstein, , ,29083.28255,26349167.61,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
883,Polygon,13258,924634.0436,3866.863681,591,k,"Trias, Keuper",k, , ,"Tonstein, Sandstein, Quarzit, Dolomit","^t,^s,^q,^d", ,6061.539952,2270143.968,"Triassic, Middle to Upper (Keuper)","Triassic, Middle to Upper (Keuper)","Triassic, Middle to Upper (Keuper)"
884,Polygon,13261,2084526.109,6281.758181,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",9845.205415,5114624.775,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
885,Polygon,13262,38829036.05,43048.33145,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,67373.68595,95115503.66,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
886,Polygon,13263,1076279.341,4532.934259,602,m,"Trias, Muschelkalk",m,marine Ablagerungen,m,"Kalkstein, Mergelstein, Dolomitstein, Tonstein","^k,^m,^d,^t", ,7106.279474,2642105.716,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
887,Polygon,13265,503851.685,3599.119443,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,5638.311655,1236979.441,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
888,Polygon,13266,884442.138,4707.900561,607,mu,"Trias, Unterer Muschelkalk",mu,marine Ablagerungen,m,"dÅnnbankiger Kalkstein, dolomitischer Sandstein, Tonstein, Mergelstein, Kalkmergelstein, Dolomitstein","^k(bfk),^s(d),^t,^m,^mk,^d", ,7373.761357,2171381.829,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
889,Polygon,13267,937779.1529,4019.051491,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,6296.931439,2302182.23,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
890,Polygon,13269,3667471.356,10854.07451,612,sm,"Trias, Mittlerer Buntsandstein",sm,limnisch - fluviatile bis brackische Ablagerungen,"l-f,br","Sandstein, Siltstein, Tonstein","^s,^u,^t", ,17002.33223,8998578.562,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
891,Polygon,13270,4096174.536,15129.79584,607,mu,"Trias, Unterer Muschelkalk",mu,marine Ablagerungen,m,"dÅnnbankiger Kalkstein, dolomitischer Sandstein, Tonstein, Mergelstein, Kalkmergelstein, Dolomitstein","^k(bfk),^s(d),^t,^m,^mk,^d", ,23699.58396,10052847.65,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
892,Polygon,13272,1013945.654,4376.042676,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,6854.761149,2489111.589,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
893,Polygon,13273,795215.1766,4252.206374,612,sm,"Trias, Mittlerer Buntsandstein",sm,limnisch - fluviatile bis brackische Ablagerungen,"l-f,br","Sandstein, Siltstein, Tonstein","^s,^u,^t", ,6665.767305,1951914.985,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
894,Polygon,13277,397423.5797,2778.473559,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,4353.019001,975534.3374,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
895,Polygon,13279,1194712.148,4728.620501,610,so,"Trias, Oberer Buntsandstein",so,limnisch - fluviatile bis marin - brackische Ablagerungen,"l-f,m-br","Sandstein, Siltstein, Tonstein","^s,^u,^t", ,7406.647894,2931989.697,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
896,Polygon,13280,6139121.205,12502.26468,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",19582.23569,15053857.73,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
897,Polygon,13282,1127211.367,4221.639873,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",6613.741924,2766554.113,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
898,Polygon,13285,912580.1379,4482.587002,607,mu,"Trias, Unterer Muschelkalk",mu,marine Ablagerungen,m,"dÅnnbankiger Kalkstein, dolomitischer Sandstein, Tonstein, Mergelstein, Kalkmergelstein, Dolomitstein","^k(bfk),^s(d),^t,^m,^mk,^d", ,7019.279159,2239710.925,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
899,Polygon,13289,3706201.531,11225.26301,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,17586.41942,9091683.015,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
900,Polygon,13291,884264.266,3808.213755,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",5967.151346,2169141.894,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
901,Polygon,13292,3321903.69,9987.231687,654,z,"Perm, Zechstein",z,marine Ablagerung,m,"Kalkstein, Dolomitstein, Tonstein","^k,^d,^t",Karbonatisch-tonige Randfazies,15638.9976,8149076.086,"Permian, Upper (Zechstein)","Permian, Upper (Zechstein)","Permian, Upper (Zechstein)"
902,Polygon,13293,4434891.038,14542.18834,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,22775.01791,10880160.15,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
903,Polygon,13297,1393418.809,4755.567103,659,ro,"Perm, Oberrotliegend",ro,"fluviatil, fanglomeratisch","f,fg","Sandstein, Tonstein","^s,^t",Fanglomerat,7447.326574,3418129.721,"Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)"
904,Polygon,13300,3774571.955,11529.95026,607,mu,"Trias, Unterer Muschelkalk",mu,marine Ablagerungen,m,"dÅnnbankiger Kalkstein, dolomitischer Sandstein, Tonstein, Mergelstein, Kalkmergelstein, Dolomitstein","^k(bfk),^s(d),^t,^m,^mk,^d", ,18053.80234,9258602.019,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
905,Polygon,13302,2577955.392,7097.939952,659,ro,"Perm, Oberrotliegend",ro,"fluviatil, fanglomeratisch","f,fg","Sandstein, Tonstein","^s,^t",Fanglomerat,11113.36357,6322940.727,"Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)"
906,Polygon,13306,1050937.716,4174.18463,615,su,"Trias, Unterer Buntsandstein",su,limnisch - fluviatile bis brackische Ablagerungen, ,"feinkîrniger Sandstein, Tonstein, Konglomerat","^s(kgf),^t,^c", ,6537.924115,2577923.193,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
907,Polygon,13307,1253985.526,4856.127076,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",7607.629422,3076522.032,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
908,Polygon,13311,754686.3297,3535.416538,610,so,"Trias, Oberer Buntsandstein",so,limnisch - fluviatile bis marin - brackische Ablagerungen,"l-f,m-br","Sandstein, Siltstein, Tonstein","^s,^u,^t", ,5539.256879,1851423.169,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
909,Polygon,13317,601142.7553,3574.61755,607,mu,"Trias, Unterer Muschelkalk",mu,marine Ablagerungen,m,"dÅnnbankiger Kalkstein, dolomitischer Sandstein, Tonstein, Mergelstein, Kalkmergelstein, Dolomitstein","^k(bfk),^s(d),^t,^m,^mk,^d", ,5596.739614,1474754.701,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
910,Polygon,13322,1936638.397,6877.876914,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",10767.22438,4750507.766,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
911,Polygon,13325,1951737.297,6508.206274,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",10190.55765,4784997.235,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
912,Polygon,13326,1292733.775,4652.320088,504,tpl,"TertiÑr, Ñlteres PliozÑn",tpl(a),fluviatile Ablagerungen,f,"Kies, Sand; gelegentlich Mergel","fX,S;M","Vogesenschotter, Hipparionsande, Monheimer Hîhensande, Urbrenzsande",7282.418676,3169526.064,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
913,Polygon,13327,1262325.012,4674.032847,607,mu,"Trias, Unterer Muschelkalk",mu,marine Ablagerungen,m,"dÅnnbankiger Kalkstein, dolomitischer Sandstein, Tonstein, Mergelstein, Kalkmergelstein, Dolomitstein","^k(bfk),^s(d),^t,^m,^mk,^d", ,7318.568345,3095911.902,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
914,Polygon,13329,65282613.73,183492.6728,24,//f,HolozÑn,qh,fluviatil,f,"Sand, Kies, Schotter","S,G,fX",z.T. unter Aulehmdecke [in den Alpen mit pleistozÑnen Terassen und Hangablagerungen,286100.9081,158988321.7,Holocene,Holocene,Holocene
915,Polygon,13331,1811976.185,5660.326891,654,z,"Perm, Zechstein",z,marine Ablagerung,m,"Kalkstein, Dolomitstein, Tonstein","^k,^d,^t",Karbonatisch-tonige Randfazies,8862.209559,4442677.136,"Permian, Upper (Zechstein)","Permian, Upper (Zechstein)","Permian, Upper (Zechstein)"
916,Polygon,13338,456843.5617,3462.925203,602,m,"Trias, Muschelkalk",m,marine Ablagerungen,m,"Kalkstein, Mergelstein, Dolomitstein, Tonstein","^k,^m,^d,^t", ,5426.745458,1120414.079,"Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)","Triassic, Middle (Muschelkalk)"
917,Polygon,13339,491758.2692,3529.0033,610,so,"Trias, Oberer Buntsandstein",so,limnisch - fluviatile bis marin - brackische Ablagerungen,"l-f,m-br","Sandstein, Siltstein, Tonstein","^s,^u,^t", ,5530.489477,1206086.179,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
918,Polygon,13340,19859887.21,33161.95668,660,ru,"Perm, Unterrotliegend",ru, , ,"Schieferton, Sandstein, Konglomerat, Kohle, Porphyrbreccie, Tuff","^fe,+V;^tbl,^s,^c,^ko,^b(+P,+VT)", ,51882.00928,48639417.93,"Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)"
919,Polygon,13341,3422844.302,8983.803466,660,ru,"Perm, Unterrotliegend",ru, , ,"Schieferton, Sandstein, Konglomerat, Kohle, Porphyrbreccie, Tuff","^fe,+V;^tbl,^s,^c,^ko,^b(+P,+VT)", ,14061.44586,8391291.614,"Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)","Permian, Lower to Middle (Rotliegend)"
920,Polygon,13350,352169.9673,3337.877165,999, , , , , , , , ,5222.17767,863654.4012,nd,"Triassic, Lower (Buntsandstein)","Triassic, Lower (Buntsandstein)"
921,Polygon,13351,4947077.384,13153.94319,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",20589.82171,12127263.7,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
922,Polygon,13356,1948622.444,5420.114413,791,t/+B,TertiÑr,t,Effusivgestein: Lava,vu,"Alkalibasalt, Basanit, Tephrit, Nephelinit, Tholeyitbasalt, Olivinbasalt, Andesit","+""a""-+B,+Bs,+Te,+Ne,+Ty-+B,+""o""-+B,+An","auch einige Vorkommen mit Trachyt, Phonolith, Latit",8488.101169,4775392.657,Tertiary (volcanites),Tertiary (volcanites),Tertiary (volcanites)
923,Polygon,13358,7605966.409,13324.49911,506,tmi,"TertiÑr, MiozÑn, ungegliedert",tmi, , ,"Ton, Schluff, Sand, Kies, Braunkohle; Mergel, Kalk (Ries)", , ,20860.76043,18629384.23,Tertiary (fluviatile),Tertiary (fluviatile),Tertiary (fluviatile)
